,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
10,Data Analyst,Memaar Alashraaf,Real Estate/Property Management,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Memaar-Alashraaf-Egypt-44274,"New Cairo, Cairo",Posted 27 days ago,2023-06-16,2 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Banking - Corporate Finance - Commerce - Financial - Finance - Financial Planning - Planning - Financial Analysis - Investment - Analysis - excel ,,
11,Social Media Data Analyst,Confidential Company ,unknown,unknown,unknown,"Cairo, Egypt",Posted 1 month ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Analyst - Analysis - Communication - E-Marketing - Management - Social Media - media - Marketing - Data - Data visualization ,,
12,Fitness Data Collection Coordinator/ Analyst,TEMPO,Computer Software,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/PIVOT-INTERACTIVE-Egypt-47159,"New Cairo, Cairo",Posted 1 month ago,2023-06-16,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, food allowance 
Transportation allowance 
Commission based on target",Other - Analyst/Research ,English - Data Entry - Microsoft Office - fitness - Data Collection - Analysis - Data Analysis ,"Using automated tools to extract data from primary and secondary sources - Removing corrupted data  - Developing and maintaining databases, and data systems to Perform analysis to assess the quality and meaning of data - Filter Data by reviewing to identify and correct the team’s weaknesses to work on - Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets could be helpful for diagnosis and prediction. - Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to make crucial decisions based on various facts and trends.  - Guide the team and assign each member of the team to what deploys his skill best - Report problems and weaknesses of the team, and help them work on them - Point of contact in case of any technical errors; report technical issues to be solved as soon as possible - Prepare presentations with the aim of coaching the team - Supervise the team to ensure targets are met, with the best quality possible       Hiring Process - Primary interview; An online interview - Interview with the department head - An ‘English and fitness test’ - A test of our tool - An interview with the country manager - The first 3 months is a probation period  ",Microsoft Office knowledge - Fluent English is a must (to be tested) - Fitness background (to be tested) - Google space knowledge - Analysis skills - Organizational skills - Communication skills - problem-solving skills - Details-oriented - 
13,Senior Software Business Analyst / ERP,Our Education,"Computer Software, Hospitality/Hotels, Education","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211,"Nasr City, Cairo",Posted 9 days ago,2023-06-16,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Management - Project Management - Software Development - Agile - business - Computer Science - Data - Data Analysis - ERP - Information Technology (IT) - UX ,"Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop a high-quality SRS document. - Proficiency in splitting the requirements into epics, features and user stories. - Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements. - Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements. - Translate complex business, functional and technical requirements into detailed work tasks. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. - Monitoring deliverables and ensuring timely completion of projects. - Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous. - Gather Solution Requirements, Prepare business requirements document and Writing User Stories. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop requirements specification document using UML Technology. - Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders. - Uncover the underlying business issues that need to be addressed and discover any information related to the project. - Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards - Possess a fundamental understanding of end-to-end customer experience integration and dependencies. - Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners. - Collaborate with stakeholders during the visioning and concept development of a product. - Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy. - Ensures integrity of the project - Develop, recommend and monitor corrective and preventive actions - Work with the technical team to develop business and technical requirements - Collaborate with the solution architect to refine the business design along technical constraints. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. ","5-10 years of experience in an agile environment - +3 years of experience in ERP/HIMS is a plus - Solid experience project management tools - Ability to understand and write technical documentation including scope of work - Maintains and retains project data and materials as required - Ability to transform business requirements to technical requirements after business analysis - Ability to achieve a results-driven structure - Ability to create flowcharts and use cases - Critical thinking, committed and innovative - Sponsor innovation in teamwork - Familiar with big data analysis is a plus - Project management is a plus - Familiar with security policies and procedures is a plus - Knowledge of systems UX and R&D - "
14,Sales Analyst,Nahdet Misr Publishing Group,Publishing and Printing,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,"Giza, Egypt",Posted 11 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Analysis - Data Analysis - Sales - Sales Analysis - Data ,"Issuing monthly and annual sales reports. - Analyze data and provide all required reports on sales, customers and history in the form of presentations and analytical data. - Analyzing sales indicators and collections according to the data received from the periodic reports of sales operations. ",Strong research and data analysis skills. - Proficiency in Microsoft office . - Strong communication and presentation skills. - Years of experience from 3-5. - 
15,Data Analyst, Circle K,"FMCG, Supermarkets","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/-Circle-K-Egypt-17921,"Sheraton, Cairo",Posted 1 month ago,2023-06-16,2 to 4 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Analyst/Research ,Data Analysis - Data Mining - business ,"Managing master data, including creation, updates, deletion, and contract Updates. - Provide quality assurance of imported data. - Processing confidential data and information according to guidelines. - Helping develop reports and analysis. - Managing and designing the reporting environment, including data sources. - Generating reports. - Controlling the stock level in the outlets and make sure that the cash flow of the company is well utilized and in the good direction. - Following up on orders and make sure that the new items are ordered and delivered. - Update internal and external data for the company and the vendors too. - Evaluate suppliers and Design supplier score card analysis form. - Clarify the Fast Moving Items and all SKUs  - Making a price survey in competition to ensure that the prices are matching with the market - Database clean up on a monthly basis. - Store visits to be able to determine the capacity for the store. - Assortment management across all stores. - Sourcing new suppliers to enhance every category. ","Proven working experience as a Data Analyst or Business Data Analyst - Technical expertise regarding data models, database design development, data mining and segmentation techniques - Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy - Adept at queries, report writing and presenting findings - "
16,Sales Analyst,COLORS,"Cosmetics, Retail","Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/COLORS-Egypt-39179,"Heliopolis, Cairo",Posted 19 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,Microsoft Excel - Sales Analysis - Inventory analysis - Data Analytics - Microsoft Office - Analytics ,"Responsible for the analysis of the sales and monitor the inventory of the main warehouse and stores warehouses. - Follow up with daily Sales report from Stores and compare them to identify issues. - Check the system, compare it with the sales report, and notify the IT department about any problem. - Report analysis and follow up with the shipments to avoid any problems on the system. - Determine the slow-moving items from the report and put a plan to decrease stock by offer or discount. - Visit the stores weekly to inspect and summarize the issues and concerns regarding the inventory, front stock vs storage, etc. - Suggest any improvements according to the sales analysis report, shipment’s, and inspection. - Collecting daily selling and monitoring data and sending it to the administration after reviewing it. - Doing all needed statistics for the sales. - Inputs into the sales system for each month and quarter - as required - while preserving historical data for sales accomplishments. - Make visits to the branches to review the balances and reports to ensure that the reports are sent correctly ","Sales Operations experience. - 3-5 years  of experience as a Data analyst. - University graduate with Finance / MIS degree.  - Strong knowledge of Microsoft Office tools and expert knowledge of Microsoft Excel. - Ability to work collaboratively with a team. - Excellent analytical skills and High creativity ,Hard worker, passionate and excellent team player - "
17,Senior Data Analyst,Sceel.io,"Computer Software, Outsourcing/Offshoring, Recruitment and Staffing","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/sceel-Egypt-73908,"Maadi, Cairo",Posted 1 month ago,2023-06-16,3 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analyst - Analysis - BI - MySQL - SQL - Data Analysis - Data Analyst - Data ,"Support the Operations and Product teams in a) monitoring daily operations, b) in automating recurring workflows, and c) in decision-making, by 1) understanding their data needs, 2) building SQL queries, 3) providing analyses, reports, dashboards, and visualizations; - Work hand-in-hand with our Data Engineering team to help improving our Data Warehouse as well as ensure consistent and scalable data modelling; - Work closely with Product, Engineering, and Data leadership to make sound technical decisions across the entire data ecosystem; - Become the Subject Matter Expert for all data analysis-related topics; - Keep track of industry trends, best practices, and technologies to continually improve our technology (and ourselves!); - Contribute to the hiring, mentorship, and management of junior data analysts (as the Data team expands). ","Graduated from Computer science or equivalent degree is a must  - 4-6 years of experience in data analyst, BI analyst or similar analytics role(s); - Expert knowledge of SQL and RDBMS concepts (e.g. PostgreSQL, MySQL); - Strong experience with visualization tools (e.g. Metabase); - Strong knowledge of best practices for data analytics; - Experience providing mentorship to junior data analysts; - Good English communication skills and ability to perform in fast-paced and multicultural environment; - At least Upper-Intermediate English. - "
18,Senior Business Analyst (banking) - In KSA,Ejada ,"Computer and Network Security, Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,"Cairo, Egypt",Posted 2 days ago,2023-06-16,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,Analyst - Banking - Business Analysis ,"Understand and articulate business stakeholders’ expectations in terms of scope of work. - Document and communicate stakeholder expectations on project. - Assist business stakeholders in articulating tangible requirements based on business objectives and strategic goals. - Understand strategic business case and translate it into tangible key performance indicators for the Program/ project. - Visualize and document customer journeys for the client with emphasis on the To Be state. - Document client requirements in terms of functional specification document or product / feature backlogs, that cover features, functionalities, use cases, user stories etc. - Understand and document non -functional requirements. - Document and ensure traceability of client requirements to development and testing phases. - Identify, articulate and document potential scenarios and exceptions. - Manage business and IT stakeholder communications, functional and technical requirements. - Provide functional training to business users prior to testing by business stakeholders. - Identify potential change (s) to scope of work. - Analyze and document potential impact of change and communicate with stakeholders. - Assist technical teams in translating functional requirements into technical requirements. - Critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs. ","5 to 7 years of experience as business analyst in technology related projects in financial, consultancy firms or IT firms. - Bachelor's degree of computer science or any related filed. - Strong experience with technical documentation (i.e. UML, Sequence Diagrams, Data Flow Diagrams, Use Cases, Functional Specifications, High Level Design, etc.). - At least 2-year experience in banking industry including brokerage implementation. - Hands on experience on agile methodology including creating user stories and managing the back log.  - Knowledge of SOA and web services is a plus. - Experience in business processing re-engineering and business process improvement. - Professional technical writing skills. - Understanding of systems engineering concepts. - The ability to conduct cost/benefit analysis. - Data collection and analysis. - Exposure in IT and Data Science Industries. - Excellent interpersonal and communication skills. - Analytical skills. - Visual modeling skills. - Proven ability to understand business ideas/problems and develop technology solutions enable/solve business ideas/problems. - Ability to understand customer needs and perform sound business analysis work. - Ability to comprehend and translate business requirements into technical specifications. - "
19,Master Data Analytics and Insights Senior Officer,Ghabbour Auto,"Automotive, Logistics and Supply Chain, Manufacturing","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,"6th of October, Giza",Posted 9 days ago,2023-06-16,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Business Analysis - Computer Science - Business Analyst - Analysis ,,"Qualifications, Experience & Skills: - Education Required - Special Certification or Training Required - # of Years of Experience - High Emotional Intelligence, Advanced communication skills (verbal and written) and Work Ethics.  - Ability to work independently and as part of a team. - Strong mathematical & numeracy skills. - Attention to detail and inclination for problem-solving. - Creativity, Intellectual curiosity and Business Acumen. - Analytical, Strategic, Critical thinking and Research skills/domain knowledge.  - Technical Competencies   - Good skills in data administration, design, and architecture. - Good analytical and problem-solving skills. - Technical expertise in using business intelligence tools (e.g. Tableau and Power BI and SPSS), data frameworks (e.g. Hadoop) and data mining. - Adept at queries, coding scripts, programming languages such as R, and Artificial Intelligence & Machine Learning Models. - Excellent understanding and experience of statistical methodologies, data analysis techniques, reports writing and data visualization & storytelling. - Technological Requirements  - "
20,Business Analyst Team Leader,Procrew,Computer Software,"Alexandria, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Procrew-Egypt-48518,"San Stefano, Alexandria",Posted 3 days ago,2023-06-16,5 to 8 years,"Senior Management (CEO, GM, Director, Head)",Master's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Analyst - business - Business Administration - Business Analyst - Business Analysis - Software ,,"Minimum of 5 years’ experience in analytic role as a product manager, product owner or business analyst. - Demonstrated success defining and launching successful products in a complex environment. - Preferred expertise in IT. - Knowledge of current trends and innovations in technology infrastructure and computer software applications - Familiarity with solution architecture and design skills - Strong team leadership and development skills - Facilitation, negotiation and problem resolution skills - Strategic Thinking: Ability to prioritize and balance multiple tasks or projects. - Specific knowledge of business analysis methodologies and tools - Familiarity with business process improvement - Experience in project management - Good understanding of data analysis - Proven negotiation skills, for example in defining the scope of work and agreeing user requirements - "
21,Data Analyst,ITCan,Marketing and Advertising,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/ITCan-Egypt-27905,"Rehab City, Cairo",Posted 1 month ago,2023-06-16,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,BI - Analysis - analytical - Computer Science - Data Analysis - Development - Engineering - Information Technology (IT) - Power BI - Data - Science - Tableau - Microsoft Power BI - dashboards - data modeling - data visualization ,"Designing, developing and maintaining business intelligence solutions. - Crafting and executing queries upon request for data. - Presenting information through reports and visualization. - Interact with the team to gain an understanding of the business environment, technical context and organizational strategic direction. - Ensuring data accuracy, performance, usability, and functionality requirements of BI platform. - Collaborate with teams to integrate all data-based systems. - Manage data through MS Excel, Google sheets, and SQL applications, as required and support other analytics platform. - Develop and execute database queries and conduct analyses. - Create visualizations and reports for requested projects. - Develop and update technical documentation requirements. ","BSc/BA in Computer Science, Engineering, or relevant field.  - Financial experience and Marketing background is a plus.  - Strong Power BI development skills including Migration of existing deliverables to PowerBI.  - Ability to work autonomously.  - Data modeling, Calculations, Conversions, - Proven experience as a Power BI Developer is a must. Industry experience is preferred. -  Familiarity with other BI tools (Tableau, QlikView).  - Excellent analytical skills. - "
