,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
10,Sr. Business/Sales Analyst,Confidential Company ,unknown,unknown,unknown,"Heliopolis, Cairo",Posted 8 days ago,2023-05-12,5 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Sales/Retail ,Analysis - Business Analysis - Communication - ERP - excel - Sales - SQL - Data Analysis - SRS ,"Gathering and rendering big data from various sources, such as sales records, customer feedback, and market research. - Developing data models and analysis tools to identify trends and patterns in the data. - Analyzing and providing insights and recommendations that support business decisions. - Creating reports, visualizations, and dashboards to present data in an easily understandable format for stakeholders. - Collaborating with cross-functional teams, such as marketing, finance, and Supply Chain to drive business growth and improve performance. - Ensuring data accuracy and integrity by performing regular audits and quality checks. - Identifying opportunities to optimize processes and improve data collection and analysis methods. ","Bachelor’s degree in a relevant field, such as Mathematics, Statistics, Computer Science, or Engineering. - Experience with data analysis tools, such as Excel, SQL, and Access, preferably if in FMCG , Pharmaceutical, or Distribution industries. - Strong analytical skills and attention to detail. - Advanced with data visualization tools, such as Tableau and Power BI,  - Experience with SAP ERP will be a solid plus.  - Knowledge of statistical analysis methods and techniques. - Excellent communication and presentation skills. - Ability to work in a fast-paced, dynamic environment and manage multiple projects simultaneously. - "
11,Warehouse Data Analyst,Logistica,"Logistics and Supply Chain, Warehousing","Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Logistica-Egypt-16461,"6th of October, Giza",Posted 1 month ago,2023-05-12,2 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Logistics/Supply Chain - Analyst/Research ,ERP - Data Analysis - Analysis - Supply Chain - Dashboards. - Data Warehousing - Warehouse Management System ,WMS Daily Cycle  - Design & implement various reports & prepare dashboards. - Responsible for managing the flow of data and analysis Vs daily/Monthly operations. - Creating inbound and outbound shipments on warehouse management system. - Receive goods on WMS and ship it. - Sending confirmation to client for inbound and outbound shipments for clients within 24 hour by email and scan it if necessary. - Working on container sheet to settle any billing issue within the month. - Communicate with multiple clients via phone or by email. - Communicate with IT department for any issue related to software or hardware issue. - Communicate daily with warehouse operation team and inventory team for any pending cases. - Make adjustments on WMS for allowed users. ,"Proven Work Experience: Retail Warehouse Or 3PL Warehousing Or Freight forwarders. - Education Level: Bachelor's Degree - Accounting, finance,  or Supply chain major from a reputable university Certificates. -   Communication skills. - Excellent knowledge of MS Office.  - Excellent Knowledge of Dashboards. - ERP AND/OR WMS follow Knowledge. - "
12,Business Analyst,Al Ahly capital holding - Al Ahly Tamkeen,Financial Services,"Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Al-Ahly-capital-holding---Al-Ahly-Tamkeen-Egypt-63503,Al Ahly Tamkeen ,Posted 16 days ago,2023-05-12,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,Administration - Analyst/Research ,business - Business Analysis - Microfinance - Data - English - excel - Accounting ,"Monitoring and following up branches' performance to keep them on track to the right direction. - Conduct branch site visits on a periodic basis to ensure that: project implementation is on track; performance targets are being met; progress reporting is timely and accurate; and project funds are utilised in an appropriate and transparent manner. - Prepare reports for monitoring credit performance such as loan productivity and quality. - Timely report any deviations or trend that could impact in expected results, identify causes and gaps. - Support in the reports of the overall performance of the Business Sector. - Support in delivering training materials and train both new recruited and existing employees on credit policies, procedure, loan assessment, delinquency management and solving default. ","BSc/BA in accounting, Business, or relevant field. - 1- 3 years previous related work experience in banking, consumer finance. - Strong fluency with Excel formulas and functions. - Strong analytical and data gathering skills. - Excellent command of English both spoken and written. - "
13,Senior Sales Data Analyst,ElEzaby Autoparts ,Wholesale Trade,"Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/El-Ezaby-Autoparts-Egypt-64395,"6th of October, Giza",Posted 1 month ago,2023-05-12,6 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research - Sales/Retail ,Analysis - Analyst - Data Analysis - Sales Analyst - Sales ,Compile and analyze data over time to forecast sales trends - Communicate with management team regularly - Review past sales data to determine trends in productivity - Prepare accurate reports using data from internal and external sources - Present actionable information and insights to team members and management - Gather and analyze data in order to understand problems and address them proactively - Collaborate with team members and members of other departments ,"Bachelor degree in business administration, finance, or Relevant - Excellent command of English - Proven work experience as a Sales Analyst or similar role - Possesses strong problem-solving skills - Communicates clearly and effectively - Pays close attention to detail - Relevant training and/or certifications as a Sales Analyst - Proficiency in Microsoft office and CRM software. - ERP system, Odoo - "
14,Senior Data Analyst (BI & DWH),Masary,"Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Masary-Egypt-11058,"Mokattam, Cairo",Posted 1 month ago,2023-05-12,4 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Computer Science - BI - Data Warehouse - Oracle - SQL - ETL - SQL Server ,"Extract and integrate data from different sources to Data warehouse. - Create BI dashboards and reports. - Provide consultation and trainings to teams who work with BI Solutions. - Collaborate with business leads, application owners, end users and third-party contacts to design, implement and test data warehouse applications in a phased manner. - Develop and test unit, system, performance with regression on ETL mappings. ","Experience +4 yrs. in the same position. - Excellent experience in SQL. - Proven Experience with Data warehouse. - Proven Experience with Business Intelligence tool (Qlik, OBIEE). - 4+ years of hands-on experience in design and implementation of ETL framework for complex data warehouse projects. - Excellent knowledge of relational data modeling (ERD), SQL and data warehousing. - Experience in multiple database platforms, including POSTGRES, SQL Server, Oracle. - Hands-on experience in writing complex T-SQL and database performance tuning. - Should have expert level experience in building data lakes and data marts by working with each business unit and building high impact BI reports ,data warehouse projects - Good knowledge with MS office (Excel, Word … ETC). - "
15,Data Analyst,Ibn Sina Pharma,"Logistics and Supply Chain, Pharmaceuticals","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ibn-Sina-Pharma-Egypt-7249,"New Cairo, Cairo",Posted 1 month ago,2023-05-12,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Annual Bonus",IT/Software Development - Analyst/Research ,Analysis - analytical - Commerce - BI - Communication skills - Computer Science - Data Analysis - Information Technology (IT) - MS Office - Power BI - Reporting - English ,"Collect and summarize reports from different stakeholders and ensure the data accuracy  - Collect and summarize commercial team achievement to be presented to direct manager - Attend meetings to assist in (call for meeting, organize it, and prepare minutes of meeting report) - Keep all historical data to generate tailored reports over a certain period of time - Design reports and presentations when needed to be presented to different stakeholders - Ensure received data accuracy in order to support business decisions - Perform root causes analysis for different aspects & issues, and prepare corrective and preventive actions  - Analyze data from different stakeholders, prepare target logics and cascade business objectives into departmental objectives ","University degree in any discipline, Commerce is more preferable - 1-3 years experience in related field - Very Good User of MS office - Knowledge of Visualizing Tools (Excel - Power BI)  - Very Good analytical & visualizing Skills - Excellent planning, presentation and communication skills - Very good command of English language - "
16,Senior Business Analyst,intrazero,Computer Software,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/intrazero-Egypt-34477,"Nasr City, Cairo",Posted 26 days ago,2023-05-12,2 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research ,Business Analysis - Business Development - Communication skills - Data Analysis - Information Technology (IT) - Analysis - analytical ,"Gathering, analyzing and document clients’ requirements - Simplify and deliver the final requirements with the Development and Testing teams. - Having regular – as need be - contact with the clients throughout the project life cycle. - Participate in user acceptance testing, followed by go-live planning and guidance after go-live. - Gathering feedback from end users to identify opportunities for improvement - Anticipate and report any delays/ obstacles, in addition to proposing corrective action - Propose to the ‘’implementation Head’’ the proposed software solutions with reference to the client need and participate in designing system’s non-technical configuration and custom reports. ","3+ years of experience working on the IT sector either on vendor side or clients side - Experience in projects’ analysis, testing and user acceptance - Possess analytical mindset and have attention to details - Excellent communication skills, and literacy of common business etiquette - Excellent English speaking and business writing - Excellent command of PowerPoint , data analysis charts preparation and possessing confident presentation skills - Competitive monthly salary. - Social/ Family Health insurance (We bear it entirely). - Awesome Team, we have the best team that is supportive, collaborative, professional and fun. - "
17,Senior Business Analyst,Egabi FSI,Information Technology Services,Egypt • 101-500 employees,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,"Sheraton, Cairo",Posted 30 days ago,2023-05-12,5 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analyst - Computer Science - Business Analysis - Information Technology (IT) - English - Data Analysis - Testing - Analysis - business - analytical - Communication skills ,"Gathering, analyzing and document clients’ requirements - Simplify and deliver the final requirements to the ‘‘’Development’’ and ‘’Testing” teams. - Troubleshoot and performing root cause analysis of problems. - Having regular – as need be - contact with the clients throughout the project life cycle. - Participate in user acceptance testing, followed by go-live planning and guidance after go-live. - Gathering feedback from end users to identify opportunities for improvement - Anticipate and report any delays/ obstacles, in addition to proposing corrective action - Propose to the ‘’implementation Head’’ the proposed software solutions with reference to the client need and participate in designing system’s non-technical configuration and custom reports. ","5+ years of experience working on the IT sector either on vendor side or clients side (Financial business, banks, Microfinance & Mortgage companies, etc) - Experience in projects’ analysis, testing and user acceptance - Possess analytical mindset and have attention to details - Excellent communication skills, and literacy of common business etiquette - Excellent English speaking and business writing - Excellent command of PowerPoint , data analysis charts preparation and possessing confident presentation skills - Competitive monthly salary. - Social/ Family Health insurance (We bear it entirely). - Great Place to work located in Sheraton Heliopolis, Cairo. - Awesome Team, we have the best team that is supportive, collaborative, professional and fun. - "
18,Data Analyst (Fleet department),Seoudi Supermarket,Retail,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/United-Grocers-Egypt-16038,"Giza, Egypt",Posted 1 month ago,2023-05-12,2 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Operations/Management - Project/Program Management - Analyst/Research ,Analyst - analytical - Data - Data Analyst - Finance - Data Analysis - Analysis ,"Calculate Fleet CPK on weekly basis. - Determine fleet availability and utilization. - prepare root cause failure analysis report - prepare and present daily breakdown reports. - prepare fleet dashboard and KPI’S. - Submit reports includes MTTR, MTTF, MTBF  - Monitor downtime period and coordinate to minimize it. - Classify malfunctions into various types with its own count and cost. - Follow up with fleet team that PM is done on time as per OEM Standards. - Daily report for count of work orders and its types and PM Which is not done. - Extract and calculate Re-Do Jobs and monitor FRFT Parameter. - Road failures daily reports. - Controlling costs by ensuring that vehicles are maintained properly and efficiently. - Analyzing data to make recommendations about purchasing new vehicles or retiring old ones. - Conducting market research to determine the best type of vehicle to purchase for the fleet based on factors such as price, safety features, fuel efficiency, and seating capacity. - Monitoring fleet performance to ensure that each vehicle is used efficiently according to its purpose. - Recommending changes in routes or schedules to improve efficiency of fleet operations. - Monitoring insurance coverage on vehicles to ensure that adequate coverage is always in place. - Estimating the cost of repairs needed on vehicles based on inspection results. - Maintaining contact with vendors to order parts and repair services when needed. - Preparing reports detailing fleet operations such as fuel consumption, mileage records and CSI reports. - Acting as key person with other related departments  ","Bachelor’s Degree in business, economics, Finance, or another closely related fields. - Minimum 3 years solid experience as a data analyst in fleet management. - Expert using Excel, Power Bi, Six sigma, Data Visualization. Data Cleaning or any other related analysis apps. - Strong reporting and presentation skills. - Deep experience in managing budgets. - Working knowledge of fleet maintenance software programs - Excellent knowledge in Fleet main KPI’s parameters , Cost optimization and Fleet targets. - Excellent analytical skills and attention to details. - Problem solving and good communication skills. - Team Oriented, Fleet key person with other related departments. - Ability to assist and train fleet tam whenever requested. - "
19,Data Analyst,Ejada ,"Computer and Network Security, Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,"Riyadh, Saudi Arabia",Posted 1 month ago,2023-05-12,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,Data Analysis - Data Analyst - Data - SQL - Statistics - Information Technology (IT) ,"Interpret data, analyze results using statistical techniques and provide ongoing reports. - Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. - Acquire data from primary or secondary data sources and maintain databases/data systems. - Identify, analyze, and interpret trends or patterns in complex data sets. - Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. - Work with management to prioritize business and information needs. - Have experience from two to three years. - Locate and define new process improvement opportunities. - read and analyze and understand the existing published dashboard and find any issues or problems in such published data; also provide him with new smart KPIs to be published on the project portal. - Work with BI developer to create interactive report and dashboards. ",
20,Data Analyst - In KSA,Ejada ,"Computer and Network Security, Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,"Cairo, Egypt",Posted 1 month ago,2023-05-12,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,Data Analysis - Data Analyst - Computer Science - SQL - Statistics ,"Interpret data, analyze results using statistical techniques and provide ongoing reports. - Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. - Acquire data from primary or secondary data sources and maintain databases/data systems. - Identify, analyze, and interpret trends or patterns in complex data sets. - Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. - Work with management to prioritize business and information needs. - Have experience from two to three years. - Locate and define new process improvement opportunities. - read and analyze and understand the existing published dashboard and find any issues or problems in such published data; also provide him with new smart KPIs to be published on the project portal. - Work with BI developer to create interactive report and dashboards. ",
